siteID,runID,year,genus,0 to 5,5 to 10,10 to 20,20 to 30,30 to 40,40 to 50,50 to 60,60 to 70,70 to 80,80 to 90,over 90,0 to 5 biom,5 to 10 biom,10 to 20 biom,20 to 30 biom,30 to 40 biom,40 to 50 biom,50 to 60 biom,60 to 70 biom,70 to 80 biom,80 to 90 biom,over 90 biom,degday_resp,drought_resp,shade_resp,perm_resp,flood_resp,nutrient_resp,max_diam,mean_diam,mean_age,max_hgt,leaf_area_ind,basal_area,basal_sd,total_biomC,total_biomC_sd,biomC_lg,biomC_std_lg,biomC_sm,biomC_std_sm,basal_lg,basal_std_lg,basal_sm,basal_std_sm,dens_lg,dens_std_lg,dens_sm,dens_std_sm,dbh_lg,dbh_std_lg,dbh_sm,dbh_std_sm
632,2,5,Populus,2491.60,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.02087,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.949320,1.00000,1.00000,0.164028,4.25328,2.52534,5.00000,6.32156,0.589531,1.43434,0.133758,1.02087,0.971797E-01,0.00000,0.00000,1.02087,0.971797E-01,0.00000,0.00000,1.43434,0.133758,0.00000,0.00000,2491.60,203.886,0.00000,0.00000,2.52534,0.775932E-01
632,2,5,Salix,5248.40,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.268942,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.375231,1.00000,1.00000,0.276431,1.40195,0.889348,5.00000,1.87822,0.527710,0.426509,0.345176E-01,0.268942,0.206472E-01,0.00000,0.00000,0.268942,0.206472E-01,0.00000,0.00000,0.426509,0.345176E-01,0.00000,0.00000,5248.40,312.786,0.00000,0.00000,0.889348,0.286956E-01
632,2,10,Alnus,6323.10,1506.60,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,4.69530,3.24962,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.924025,1.00000,0.547588,1.00000,1.00000,1.00000,5.20074,2.92287,10.0000,4.76164,5.37819,7.80496,0.538753,7.94492,0.546661,0.00000,0.00000,7.94492,0.546661,0.00000,0.00000,7.80496,0.538753,0.00000,0.00000,7829.70,379.780,0.00000,0.00000,2.92287,0.101265
632,2,10,Betula,1028.40,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.422156,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.766164,1.00000,1.00000,0.181183,3.49712,2.33091,10.0000,5.25846,0.201627,0.498935,0.803524E-01,0.422156,0.729790E-01,0.00000,0.00000,0.422156,0.729790E-01,0.00000,0.00000,0.498935,0.803524E-01,0.00000,0.00000,1028.40,129.108,0.00000,0.00000,2.33091,0.129004
632,2,10,Larix,651.400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.282848,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.753093,1.00000,1.00000,0.291983,3.26173,2.14270,10.0000,5.56485,0.149111,0.269706,0.592374E-01,0.282848,0.652794E-01,0.00000,0.00000,0.282848,0.652794E-01,0.00000,0.00000,0.269706,0.592374E-01,0.00000,0.00000,651.400,119.067,0.00000,0.00000,2.14270,0.150915
632,2,10,Picea,1948.10,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.658701,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.919465,1.00000,1.00000,0.269992,3.39915,2.21177,10.0000,5.48518,0.427555,0.856735,0.977902E-01,0.658701,0.793271E-01,0.00000,0.00000,0.658701,0.793271E-01,0.00000,0.00000,0.856735,0.977902E-01,0.00000,0.00000,1948.10,178.111,0.00000,0.00000,2.21177,0.857463E-01
632,2,10,Populus,1410.60,114.300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.785847,0.207034,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.897631,1.00000,1.00000,0.181183,5.20728,3.04500,10.0000,6.89397,0.501088,1.26230,0.160066,0.992882,0.130378,0.00000,0.00000,0.992882,0.130378,0.00000,0.00000,1.26230,0.160066,0.00000,0.00000,1524.90,164.344,0.00000,0.00000,3.04500,0.125465
632,2,10,Salix,1197.20,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.160578,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.217355,1.00000,1.00000,0.291983,2.39376,1.51514,10.0000,2.26826,0.252238,0.280880,0.530825E-01,0.160578,0.295774E-01,0.00000,0.00000,0.160578,0.295774E-01,0.00000,0.00000,0.280880,0.530825E-01,0.00000,0.00000,1197.20,168.243,0.00000,0.00000,1.51514,0.116603
632,2,15,Alnus,1490.90,1513.50,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.310114,9.52594,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.887636,1.00000,0.580800,1.00000,0.996218,1.00000,9.15438,4.85773,15.0000,6.30798,4.94897,8.60488,0.906784,9.83606,1.05011,2.93364,0.944900,6.90242,1.03885,2.50673,0.807246,6.09815,0.904608,380.100,122.397,2624.30,239.111,8.70526,2.00332,4.22863,0.297011
632,2,15,Betula,715.900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.512025,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.700226,1.00000,0.981719,0.358345,4.19874,2.95074,15.0000,5.98416,0.213343,0.539071,0.943242E-01,0.512025,0.974410E-01,0.00000,0.00000,0.512025,0.974410E-01,0.00000,0.00000,0.539071,0.943242E-01,0.00000,0.00000,715.900,106.593,0.00000,0.00000,2.95074,0.184725
632,2,15,Larix,545.600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.349598,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.650335,1.00000,0.994411,0.444865,3.74162,2.53431,15.0000,6.14501,0.168701,0.311112,0.707351E-01,0.349598,0.838750E-01,0.00000,0.00000,0.349598,0.838750E-01,0.00000,0.00000,0.311112,0.707351E-01,0.00000,0.00000,545.600,102.573,0.00000,0.00000,2.53431,0.179028
632,2,15,Picea,1614.40,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.845440,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.881303,1.00000,0.994093,0.426815,3.97242,2.68709,15.0000,6.09151,0.496825,1.01780,0.127716,0.845441,0.112918,0.00000,0.00000,0.845441,0.112918,0.00000,0.00000,1.01780,0.127716,0.00000,0.00000,1614.40,161.949,0.00000,0.00000,2.68709,0.108423
632,2,15,Populus,722.300,224.500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.651062,0.725696,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.898653,1.00000,0.981719,0.358345,7.20863,4.13097,15.0000,8.05079,0.559709,1.44083,0.244893,1.37676,0.245233,0.00000,0.00000,1.37676,0.245233,0.00000,0.00000,1.44083,0.244893,0.00000,0.00000,946.800,136.892,0.00000,0.00000,4.13097,0.222754
632,2,15,Salix,275.100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.850472E-01,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.143290,1.00000,0.996334,0.444865,3.62221,2.23560,15.0000,2.73017,0.106211,0.147312,0.552269E-01,0.850472E-01,0.318251E-01,0.00000,0.00000,0.850472E-01,0.318251E-01,0.00000,0.00000,0.147312,0.552269E-01,0.00000,0.00000,275.100,74.5775,0.00000,0.00000,2.23560,0.417679
632,2,20,Alnus,577.400,66.6000,576.900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.146729,0.379493,7.98740,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.871027,1.00000,0.578789,1.00000,1.00000,1.00000,12.8960,6.80826,20.0000,7.24784,3.66867,6.85362,1.16270,8.51362,1.46203,8.16694,1.50104,0.346679,0.160386,6.53056,1.20035,0.323062,0.147590,597.500,110.693,623.400,107.715,11.7796,0.129928,2.03638,0.441678
632,2,20,Betula,342.200,178.700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.336840,0.589604,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.742107,1.00000,1.00000,0.919839,5.87655,4.13615,19.1554,7.63435,0.299723,0.778369,0.169204,0.926444,0.220128,0.00000,0.00000,0.926444,0.220128,0.00000,0.00000,0.778369,0.169204,0.00000,0.00000,520.900,96.2471,0.00000,0.00000,4.13615,0.324247
632,2,20,Larix,461.500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.527992,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.664591,1.00000,1.00000,0.925876,4.69557,3.16866,19.6928,7.26451,0.218680,0.415218,0.997902E-01,0.527992,0.134218,0.00000,0.00000,0.527992,0.134218,0.00000,0.00000,0.415218,0.997902E-01,0.00000,0.00000,461.500,92.1421,0.00000,0.00000,3.16866,0.247198
632,2,20,Picea,2044.50,72.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.43265,0.154345,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.865773,1.00000,1.00000,0.925645,4.99642,3.11397,15.0121,7.37465,0.823724,1.71899,0.301814,1.58700,0.263538,0.00000,0.00000,1.58700,0.263538,0.00000,0.00000,1.71899,0.301814,0.00000,0.00000,2116.50,788.764,0.00000,0.00000,3.11397,0.494864
632,2,20,Populus,241.700,304.500,110.300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.233560,1.43464,1.68175,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.912061,1.00000,1.00000,0.919839,12.0356,6.31899,18.4833,11.7494,0.936837,2.46113,0.555785,3.34995,0.804421,1.98120,0.728560,1.36874,0.329399,1.34930,0.488342,1.11183,0.260954,142.300,51.2430,514.200,140.946,10.9599,0.478710,5.02823,0.660423
632,2,20,Salix,50.0000,10.9000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.222195E-01,0.161548E-01,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.196365,1.00000,1.00000,0.925767,4.04634,2.91113,18.9000,2.79204,0.395617E-01,0.628187E-01,0.489101E-01,0.383742E-01,0.303570E-01,0.00000,0.00000,0.383742E-01,0.303570E-01,0.00000,0.00000,0.628187E-01,0.489101E-01,0.00000,0.00000,60.9000,34.8030,0.00000,0.00000,2.91113,1.39845
632,2,25,Alnus,238.500,21.0000,275.200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.831073E-01,0.104472,6.11446,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.896797,1.00000,0.523780,1.00000,1.00000,1.00000,15.6717,8.74912,25.0000,7.72414,2.49378,4.82446,1.22559,6.30204,1.62104,6.15196,1.63791,0.150074,0.883073E-01,4.67909,1.24336,0.145366,0.829115E-01,279.600,73.5315,255.100,72.6939,14.5554,0.310072,2.33680,0.528349
632,2,25,Betula,131.800,247.600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.124066,1.61581,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.746455,1.00000,1.00000,0.978602,8.28642,5.86103,23.4917,9.80818,0.433247,1.14789,0.292677,1.73988,0.477795,0.00000,0.00000,1.73988,0.477795,0.00000,0.00000,1.14789,0.292677,0.00000,0.00000,379.400,82.9098,0.00000,0.00000,5.86103,0.553432
632,2,25,Larix,260.700,128.300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.277331,0.505975,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.604698,1.00000,1.00000,0.988298,5.85513,3.91694,24.5342,8.56699,0.279331,0.540494,0.147447,0.783306,0.225539,0.00000,0.00000,0.783306,0.225539,0.00000,0.00000,0.540494,0.147447,0.00000,0.00000,389.000,90.3093,0.00000,0.00000,3.91694,0.338231
632,2,25,Picea,1942.60,586.500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.15609,1.96452,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.809321,1.00000,1.00000,0.987752,6.50265,3.50142,13.9321,9.05412,1.38491,2.94902,0.350753,3.12061,0.411396,0.00000,0.00000,3.12061,0.411396,0.00000,0.00000,2.94902,0.350753,0.00000,0.00000,2529.10,471.255,0.00000,0.00000,3.50142,0.445963
632,2,25,Populus,75.4000,287.800,94.4000,6.90000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.299069E-01,2.38883,4.73452,0.503228,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.868506,1.00000,1.00000,0.978602,19.2586,9.29995,21.8783,16.6052,1.50669,4.00371,1.07519,7.65649,2.20723,6.21424,2.14295,1.44225,0.451468,3.05402,1.02467,0.949688,0.283051,177.100,52.4533,287.400,105.265,14.2087,1.43604,6.26829,1.15696
632,2,25,Salix,7.70000,6.70000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.127437E-02,0.156355E-01,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.172640,1.00000,1.00000,0.988299,2.37263,2.08695,13.2500,1.58495,0.143902E-01,0.252749E-01,0.395951E-01,0.169099E-01,0.272580E-01,0.502010E-03,0.709949E-02,0.164079E-01,0.266300E-01,0.659966E-03,0.933332E-02,0.246149E-01,0.389013E-01,0.100000,1.41421,14.3000,16.2119,0.458338E-01,0.648188,2.04111,2.58778
632,2,30,Alnus,101.400,8.20000,129.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.510121E-01,0.444052E-01,3.79820,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.823298,1.00000,0.461550,1.00000,1.00000,1.00000,17.2108,10.3412,30.0000,7.93104,1.47681,2.90433,1.05645,3.89362,1.43305,3.81431,1.44133,0.793120E-01,0.631630E-01,2.82597,1.06483,0.783642E-01,0.593820E-01,130.900,48.2788,107.700,45.2209,16.5153,0.599364,2.71342,0.792979
632,2,30,Betula,61.1000,138.300,73.1000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.810286E-01,1.23994,1.30434,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.754771,1.00000,1.00000,0.978602,10.6857,7.76176,28.3339,11.7623,0.537649,1.44070,0.439651,2.62531,0.855652,1.90094,0.802450,0.724367,0.329822,0.965783,0.399928,0.474917,0.202818,117.900,46.6957,154.600,58.3426,10.1803,0.288256,5.89564,0.883395
632,2,30,Larix,165.600,159.500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.166463,0.872914,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.573777,1.00000,1.00000,0.988298,6.93704,4.65263,29.4647,9.72650,0.327290,0.642751,0.199137,1.03938,0.341328,0.00000,0.00000,1.03938,0.341328,0.00000,0.00000,0.642751,0.199137,0.00000,0.00000,325.100,84.0196,0.00000,0.00000,4.65263,0.459410
632,2,30,Picea,1281.70,843.600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.01203,4.09931,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.829269,1.00000,1.00000,0.987714,8.10875,4.64644,18.7389,10.7242,1.92662,4.18211,0.510762,5.11134,0.686565,0.00000,0.00000,5.11134,0.686565,0.00000,0.00000,4.18211,0.510762,0.00000,0.00000,2125.30,467.576,0.00000,0.00000,4.64644,0.619256
632,2,30,Populus,38.4000,74.1000,135.100,53.1000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.184520E-01,0.682939,3.07865,7.27789,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.867315,1.00000,1.00000,0.978602,25.8806,12.3620,26.5293,20.5437,1.73477,4.63692,1.68587,11.0579,4.37262,10.6614,4.35333,0.396483,0.256939,4.36774,1.66798,0.269180,0.169657,212.200,60.3771,88.5000,67.5319,14.9159,1.90083,5.81058,2.49343
632,2,30,Salix,1.60000,1.50000,0.200000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.143880E-03,0.496150E-02,0.129402E-02,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.173287,1.00000,1.00000,0.988300,0.760509,0.749069,4.65000,0.481816,0.469124E-02,0.880820E-02,0.298353E-01,0.639940E-02,0.222620E-01,0.283664E-02,0.178968E-01,0.356275E-02,0.139862E-01,0.364475E-02,0.229381E-01,0.516345E-02,0.200454E-01,0.500000,3.13033,2.80000,7.51280,0.240541,1.50792,0.508529,1.69440
632,2,35,Alnus,45.9000,3.20000,59.9000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.331474E-01,0.155657E-01,2.06686,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.824845,1.00000,0.423421,1.00000,0.913610,1.00000,17.8626,11.3180,35.0000,7.92284,0.786330,1.55795,0.831089,2.11557,1.14108,2.07272,1.13807,0.428523E-01,0.439537E-01,1.51472,0.828641,0.432277E-01,0.423046E-01,60.6000,31.9491,48.4000,29.4239,17.2203,3.21598,2.82120,1.28349
632,2,35,Betula,16.5000,66.9000,104.900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.160179E-01,0.476327,2.64351,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.754363,1.00000,0.430331,0.978602,12.8521,9.52864,33.0961,13.3607,0.557413,1.50384,0.542936,3.13586,1.21088,2.81695,1.22159,0.318910,0.201749,1.29071,0.547774,0.213131,0.127925,117.800,48.4033,70.5000,37.9864,11.7545,0.615506,5.76945,1.54709
632,2,35,Larix,113.100,159.500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.108964,1.16495,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.542634,1.00000,0.865615,0.988298,7.96433,5.36289,34.3932,10.7795,0.362155,0.719214,0.249217,1.27391,0.472111,0.00000,0.00000,1.27391,0.472111,0.00000,0.00000,0.719214,0.249217,0.00000,0.00000,272.600,77.2989,0.00000,0.00000,5.36289,0.607721
632,2,35,Picea,712.100,1098.70,1.50000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.520870,6.98411,0.199339E-01,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.833537,1.00000,0.878146,0.987678,9.70911,5.85566,23.5573,12.2958,2.47463,5.43990,0.696539,7.52491,1.03905,2.62009,0.809670,4.90483,0.723489,1.60247,0.490685,3.83743,0.556436,226.600,67.8784,1585.70,528.437,9.47518,0.121254,5.32334,0.797241
